epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,763.885,0.21169,0.23592,0.78885,0.98631,0.98996,0.99036,0.95154,0.30071,0.20482,0.77681,0.000227571,0.000227571,0.000227571
181,767.448,0.20553,0.22076,0.78057,0.98524,0.99041,0.99142,0.94831,0.30044,0.20319,0.77675,0.000225736,0.000225736,0.000225736
182,770.844,0.20382,0.22011,0.78058,0.9867,0.98758,0.99174,0.95189,0.30027,0.20399,0.77703,0.000223901,0.000223901,0.000223901
183,774.43,0.20519,0.22546,0.77916,0.9829,0.9899,0.99181,0.95357,0.30291,0.20371,0.77755,0.000222066,0.000222066,0.000222066
184,778.179,0.19967,0.22307,0.78168,0.98338,0.98845,0.99157,0.9538,0.30198,0.20625,0.77689,0.000220232,0.000220232,0.000220232
185,781.669,0.20713,0.22676,0.7825,0.98355,0.98947,0.99167,0.95523,0.30265,0.20645,0.77717,0.000218397,0.000218397,0.000218397
186,785.308,0.21191,0.24734,0.79627,0.98433,0.98837,0.9924,0.95315,0.30762,0.20975,0.77742,0.000216562,0.000216562,0.000216562
187,788.74,0.20419,0.22475,0.78462,0.98446,0.9894,0.9924,0.95449,0.30972,0.21182,0.7779,0.000214727,0.000214727,0.000214727
188,792.557,0.20113,0.22391,0.78216,0.9833,0.9893,0.9924,0.95725,0.30196,0.21002,0.77713,0.000212892,0.000212892,0.000212892
189,797.851,0.19539,0.22041,0.78124,0.98453,0.98829,0.99203,0.95454,0.30443,0.20837,0.77735,0.000211058,0.000211058,0.000211058
190,801.375,0.21387,0.22905,0.77765,0.98493,0.98747,0.99234,0.95046,0.30671,0.20897,0.77765,0.000209223,0.000209223,0.000209223
191,804.864,0.21068,0.21812,0.78437,0.98629,0.98394,0.9928,0.95397,0.30392,0.2073,0.77648,0.000207388,0.000207388,0.000207388
192,808.361,0.19513,0.21992,0.78639,0.98923,0.98395,0.99269,0.95152,0.30614,0.20674,0.77726,0.000205553,0.000205553,0.000205553
193,811.976,0.19349,0.22442,0.78687,0.98945,0.9837,0.9924,0.9537,0.30383,0.20571,0.77678,0.000203718,0.000203718,0.000203718
194,815.479,0.19505,0.21513,0.77874,0.9894,0.98395,0.99227,0.95492,0.3021,0.20677,0.77623,0.000201884,0.000201884,0.000201884
195,818.944,0.2002,0.22947,0.78538,0.98911,0.985,0.99215,0.95281,0.31108,0.20746,0.77744,0.000200049,0.000200049,0.000200049
196,822.382,0.19259,0.21382,0.77936,0.98598,0.98668,0.99191,0.95228,0.30603,0.20685,0.77735,0.000198214,0.000198214,0.000198214
197,825.939,0.19112,0.21455,0.78468,0.98396,0.98623,0.99245,0.95199,0.30475,0.20794,0.77667,0.000196379,0.000196379,0.000196379
198,829.335,0.2032,0.22639,0.7828,0.98471,0.98301,0.99232,0.95309,0.30238,0.20828,0.77621,0.000194544,0.000194544,0.000194544
199,832.783,0.19555,0.2144,0.78349,0.98501,0.98219,0.99214,0.95196,0.30667,0.21336,0.77663,0.00019271,0.00019271,0.00019271
200,836.239,0.19599,0.22344,0.78319,0.98477,0.9787,0.9911,0.95169,0.2994,0.21534,0.77542,0.000190875,0.000190875,0.000190875
201,839.658,0.19745,0.21577,0.78192,0.98402,0.97872,0.99068,0.9496,0.30054,0.21667,0.7756,0.00018904,0.00018904,0.00018904
202,843.497,0.18633,0.21176,0.78088,0.98171,0.98096,0.99068,0.94958,0.30553,0.21683,0.77636,0.000187205,0.000187205,0.000187205
203,846.856,0.19094,0.20919,0.77969,0.97801,0.98384,0.99019,0.9507,0.30635,0.21527,0.77663,0.00018537,0.00018537,0.00018537
204,850.258,0.19321,0.21313,0.78505,0.98505,0.96799,0.98941,0.95116,0.30255,0.21535,0.77647,0.000183536,0.000183536,0.000183536
205,853.891,0.19651,0.22078,0.7824,0.98267,0.9675,0.98983,0.95025,0.30897,0.22331,0.7779,0.000181701,0.000181701,0.000181701
206,857.27,0.19286,0.21441,0.78421,0.97361,0.97252,0.98954,0.95208,0.30549,0.22703,0.77788,0.000179866,0.000179866,0.000179866
207,860.863,0.19143,0.21626,0.78272,0.97363,0.97191,0.98944,0.95301,0.30044,0.22772,0.77696,0.000178031,0.000178031,0.000178031
208,864.371,0.18268,0.20899,0.78555,0.96932,0.98012,0.98979,0.94839,0.30651,0.22667,0.77745,0.000176196,0.000176196,0.000176196
209,867.733,0.19036,0.20336,0.77921,0.9737,0.97785,0.98987,0.94938,0.31227,0.22491,0.77815,0.000174362,0.000174362,0.000174362
210,871.45,0.19359,0.21526,0.78229,0.97652,0.97547,0.98977,0.95088,0.30379,0.22135,0.777,0.000172527,0.000172527,0.000172527
211,875.013,0.18438,0.20769,0.78203,0.97602,0.97799,0.99007,0.9512,0.2993,0.21855,0.77597,0.000170692,0.000170692,0.000170692
212,878.791,0.19795,0.21614,0.78175,0.98334,0.98029,0.99142,0.95593,0.29943,0.20954,0.77617,0.000168857,0.000168857,0.000168857
213,882.264,0.18433,0.20138,0.78067,0.97958,0.98578,0.99163,0.9559,0.29619,0.206,0.77568,0.000167022,0.000167022,0.000167022
214,886.055,0.17812,0.21244,0.78496,0.98126,0.98747,0.99189,0.95539,0.29543,0.20203,0.7752,0.000165188,0.000165188,0.000165188
215,889.45,0.18819,0.21034,0.77786,0.98243,0.98715,0.99189,0.95628,0.29579,0.20047,0.77504,0.000163353,0.000163353,0.000163353
216,892.931,0.18899,0.20869,0.78283,0.98561,0.9851,0.99153,0.95408,0.30214,0.20186,0.77606,0.000161518,0.000161518,0.000161518
217,896.54,0.17187,0.19638,0.78177,0.98307,0.98563,0.99119,0.95763,0.2994,0.20188,0.77628,0.000159683,0.000159683,0.000159683
218,901.558,0.18482,0.20258,0.78329,0.98358,0.98406,0.99102,0.95767,0.30272,0.20312,0.77763,0.000157848,0.000157848,0.000157848
219,907.023,0.18058,0.19418,0.77642,0.98378,0.98237,0.99088,0.95297,0.30628,0.20543,0.77858,0.000156014,0.000156014,0.000156014
220,910.772,0.17829,0.20545,0.77886,0.98514,0.98067,0.99148,0.9515,0.30073,0.20424,0.77744,0.000154179,0.000154179,0.000154179
221,914.473,0.18054,0.19839,0.78266,0.98298,0.98108,0.99163,0.95369,0.305,0.20708,0.77832,0.000152344,0.000152344,0.000152344
222,918.022,0.17664,0.19539,0.78156,0.98017,0.98249,0.99133,0.95316,0.30814,0.20862,0.77843,0.000150509,0.000150509,0.000150509
223,921.825,0.1821,0.20288,0.78017,0.97776,0.9844,0.99158,0.95133,0.30613,0.20736,0.77778,0.000148674,0.000148674,0.000148674
224,925.46,0.18003,0.19633,0.77594,0.97354,0.98418,0.99227,0.95895,0.29735,0.20792,0.77722,0.00014684,0.00014684,0.00014684
225,930.371,0.18761,0.20516,0.78098,0.96506,0.98758,0.99227,0.95861,0.30034,0.21431,0.77803,0.000145005,0.000145005,0.000145005
226,934.066,0.17521,0.1941,0.78175,0.97705,0.97533,0.99248,0.95656,0.3003,0.2143,0.77801,0.00014317,0.00014317,0.00014317
227,937.54,0.18637,0.20398,0.78178,0.9732,0.98091,0.99248,0.95643,0.29707,0.21379,0.77753,0.000141335,0.000141335,0.000141335
228,941.02,0.18065,0.21016,0.78365,0.97821,0.98816,0.99197,0.95464,0.30056,0.20772,0.77755,0.0001395,0.0001395,0.0001395
229,944.571,0.18473,0.20223,0.78235,0.97977,0.98618,0.99164,0.95216,0.30598,0.20618,0.77851,0.000137666,0.000137666,0.000137666
230,948.298,0.18232,0.19706,0.77625,0.9807,0.98593,0.99151,0.95463,0.30556,0.20695,0.77854,0.000135831,0.000135831,0.000135831
231,952.097,0.17897,0.19716,0.78091,0.97915,0.98566,0.99109,0.95294,0.30463,0.20931,0.7783,0.000133996,0.000133996,0.000133996
232,955.694,0.17055,0.19551,0.7798,0.97576,0.98989,0.99076,0.95208,0.30286,0.21218,0.77757,0.000132161,0.000132161,0.000132161
233,959.107,0.17608,0.20327,0.78099,0.9772,0.99021,0.99111,0.94999,0.30526,0.20962,0.77786,0.000130326,0.000130326,0.000130326
234,962.681,0.17717,0.19308,0.77935,0.97787,0.99072,0.99069,0.94862,0.3051,0.20785,0.77803,0.000128492,0.000128492,0.000128492
235,966.509,0.17615,0.20165,0.78643,0.9788,0.98994,0.99058,0.94934,0.30327,0.20559,0.77734,0.000126657,0.000126657,0.000126657
236,970.12,0.17057,0.19477,0.77683,0.98284,0.98899,0.99048,0.95114,0.30489,0.20268,0.77735,0.000124822,0.000124822,0.000124822
237,973.759,0.17608,0.19748,0.77459,0.98377,0.9887,0.9909,0.94825,0.30797,0.20011,0.77769,0.000122987,0.000122987,0.000122987
238,977.36,0.17478,0.19804,0.78438,0.98318,0.98906,0.99076,0.95044,0.30522,0.19767,0.77763,0.000121152,0.000121152,0.000121152
239,981.015,0.17399,0.1943,0.7761,0.98282,0.99031,0.99069,0.9521,0.30321,0.19653,0.77794,0.000119318,0.000119318,0.000119318
240,984.721,0.17679,0.19933,0.78277,0.98534,0.98825,0.99088,0.95206,0.30575,0.19464,0.77794,0.000117483,0.000117483,0.000117483
241,988.26,0.18258,0.20294,0.78241,0.98637,0.9867,0.991,0.95138,0.30835,0.196,0.7781,0.000115648,0.000115648,0.000115648
242,992.069,0.1772,0.19688,0.78013,0.98788,0.98724,0.99107,0.95434,0.30525,0.19895,0.77744,0.000113813,0.000113813,0.000113813
243,995.611,0.17872,0.20048,0.78041,0.98798,0.98685,0.99106,0.95638,0.30202,0.1978,0.77667,0.000111978,0.000111978,0.000111978
244,999.5,0.17644,0.1904,0.7797,0.98637,0.98236,0.99091,0.95351,0.30598,0.20258,0.77571,0.000110144,0.000110144,0.000110144
245,1003.07,0.18114,0.19619,0.77381,0.9852,0.98222,0.99081,0.95071,0.3116,0.20617,0.776,0.000108309,0.000108309,0.000108309
246,1006.42,0.17206,0.18971,0.77872,0.9843,0.98242,0.9907,0.94999,0.31055,0.20532,0.77629,0.000106474,0.000106474,0.000106474
247,1009.98,0.17276,0.1931,0.77583,0.98384,0.98292,0.99074,0.95107,0.30624,0.20113,0.77614,0.000104639,0.000104639,0.000104639
248,1013.41,0.17165,0.1899,0.78702,0.98451,0.98597,0.99093,0.95138,0.30309,0.19808,0.7763,0.000102804,0.000102804,0.000102804
249,1016.93,0.17266,0.18758,0.77835,0.98496,0.98782,0.99154,0.95214,0.3034,0.19785,0.77667,0.00010097,0.00010097,0.00010097
250,1020.59,0.1679,0.19439,0.78157,0.98547,0.9877,0.99206,0.9546,0.3027,0.19561,0.77664,9.91348e-05,9.91348e-05,9.91348e-05
251,1024.61,0.17618,0.20414,0.7772,0.98577,0.98679,0.99227,0.95467,0.3023,0.19287,0.7765,9.73e-05,9.73e-05,9.73e-05
252,1028.11,0.1709,0.19605,0.77804,0.98619,0.98659,0.99226,0.95366,0.30147,0.19831,0.77633,9.54652e-05,9.54652e-05,9.54652e-05
253,1031.56,0.1735,0.18715,0.77631,0.98639,0.98625,0.99203,0.95339,0.2998,0.19751,0.77575,9.36304e-05,9.36304e-05,9.36304e-05
254,1034.95,0.16947,0.19031,0.78023,0.98626,0.98537,0.99247,0.95343,0.29898,0.19691,0.7757,9.17956e-05,9.17956e-05,9.17956e-05
255,1038.59,0.17638,0.18825,0.77482,0.98644,0.98423,0.99214,0.95354,0.29873,0.19604,0.77592,8.99608e-05,8.99608e-05,8.99608e-05
256,1042.16,0.1705,0.19182,0.78221,0.98848,0.98121,0.99184,0.95198,0.30492,0.20098,0.77697,8.8126e-05,8.8126e-05,8.8126e-05
257,1045.56,0.16751,0.18503,0.78366,0.98877,0.9804,0.99153,0.95084,0.30639,0.20454,0.77719,8.62912e-05,8.62912e-05,8.62912e-05
258,1049.19,0.16091,0.18319,0.78174,0.98866,0.97952,0.99134,0.94961,0.30438,0.20396,0.7769,8.44564e-05,8.44564e-05,8.44564e-05
259,1052.62,0.16385,0.17395,0.78285,0.98857,0.97913,0.991,0.95058,0.30409,0.20599,0.77699,8.26216e-05,8.26216e-05,8.26216e-05
260,1056.13,0.1565,0.17715,0.77655,0.98802,0.97968,0.99116,0.95055,0.3055,0.20912,0.77736,8.07868e-05,8.07868e-05,8.07868e-05
261,1059.75,0.15897,0.1783,0.77978,0.9877,0.98021,0.99143,0.95169,0.30479,0.20733,0.77773,7.8952e-05,7.8952e-05,7.8952e-05
262,1063.1,0.16592,0.18088,0.7817,0.98727,0.98102,0.99143,0.95124,0.30304,0.20418,0.77758,7.71172e-05,7.71172e-05,7.71172e-05
263,1066.44,0.15724,0.17911,0.78091,0.98781,0.98186,0.99135,0.95427,0.30187,0.20171,0.77736,7.52824e-05,7.52824e-05,7.52824e-05
264,1070.21,0.16262,0.17712,0.77687,0.98803,0.98282,0.99026,0.95308,0.30355,0.19981,0.77764,7.34476e-05,7.34476e-05,7.34476e-05
265,1073.8,0.16439,0.18837,0.78278,0.98797,0.98369,0.98993,0.95139,0.3054,0.2015,0.778,7.16128e-05,7.16128e-05,7.16128e-05
266,1077.37,0.17428,0.19234,0.78054,0.98752,0.98482,0.98966,0.95326,0.3041,0.19989,0.77762,6.9778e-05,6.9778e-05,6.9778e-05
267,1080.86,0.16366,0.18065,0.77972,0.98656,0.98478,0.9896,0.95537,0.30086,0.19982,0.77692,6.79432e-05,6.79432e-05,6.79432e-05
268,1084.29,0.15942,0.18651,0.78192,0.9859,0.98442,0.98984,0.95705,0.29957,0.19713,0.77668,6.61084e-05,6.61084e-05,6.61084e-05
269,1087.68,0.16607,0.18197,0.77844,0.98656,0.98358,0.98944,0.95447,0.30153,0.19936,0.77676,6.42736e-05,6.42736e-05,6.42736e-05
270,1091.57,0.16681,0.18498,0.78439,0.98744,0.98305,0.98953,0.95343,0.3028,0.19913,0.77689,6.24388e-05,6.24388e-05,6.24388e-05
271,1095.04,0.16126,0.17709,0.7772,0.98788,0.98356,0.98953,0.95521,0.30198,0.19824,0.77672,6.0604e-05,6.0604e-05,6.0604e-05
272,1098.39,0.15952,0.18146,0.78203,0.98791,0.98449,0.98903,0.95366,0.30141,0.19583,0.77676,5.87692e-05,5.87692e-05,5.87692e-05
273,1101.84,0.16174,0.18281,0.77829,0.988,0.98394,0.98859,0.95326,0.30059,0.19707,0.77674,5.69344e-05,5.69344e-05,5.69344e-05
274,1105.49,0.16077,0.17458,0.78027,0.98804,0.98366,0.98859,0.95425,0.29896,0.19641,0.77651,5.50996e-05,5.50996e-05,5.50996e-05
275,1109.05,0.15742,0.17298,0.77919,0.98808,0.98381,0.98853,0.95088,0.29803,0.19806,0.77636,5.32648e-05,5.32648e-05,5.32648e-05
276,1112.5,0.16218,0.1813,0.77905,0.98753,0.9843,0.98957,0.95159,0.30003,0.19729,0.77627,5.143e-05,5.143e-05,5.143e-05
277,1116.07,0.15952,0.17536,0.78011,0.9874,0.98467,0.9895,0.95171,0.29976,0.19691,0.77603,4.95952e-05,4.95952e-05,4.95952e-05
278,1119.86,0.1634,0.18326,0.77656,0.98741,0.98477,0.98995,0.95385,0.29913,0.19779,0.77587,4.77604e-05,4.77604e-05,4.77604e-05
279,1123.41,0.15766,0.17993,0.77781,0.98761,0.98481,0.99117,0.95812,0.29978,0.19752,0.77619,4.59256e-05,4.59256e-05,4.59256e-05
280,1127.07,0.15685,0.18234,0.77844,0.98794,0.98374,0.99202,0.95666,0.29857,0.19879,0.77633,4.40908e-05,4.40908e-05,4.40908e-05
281,1130.41,0.16116,0.17835,0.781,0.98763,0.98348,0.99227,0.95508,0.29791,0.19827,0.77636,4.2256e-05,4.2256e-05,4.2256e-05
282,1133.76,0.15294,0.1733,0.78148,0.98769,0.98266,0.99227,0.95435,0.29769,0.19849,0.77641,4.04212e-05,4.04212e-05,4.04212e-05
283,1137.46,0.15057,0.16988,0.7777,0.98708,0.9819,0.99237,0.95731,0.29776,0.19835,0.77624,3.85864e-05,3.85864e-05,3.85864e-05
284,1140.85,0.1614,0.17692,0.77731,0.98851,0.97951,0.99237,0.95748,0.29772,0.19818,0.77637,3.67516e-05,3.67516e-05,3.67516e-05
285,1144.33,0.16264,0.17991,0.78341,0.98862,0.97922,0.99226,0.95628,0.29693,0.19834,0.77605,3.49168e-05,3.49168e-05,3.49168e-05
286,1147.87,0.16208,0.18185,0.77894,0.98834,0.979,0.99202,0.95478,0.29602,0.19886,0.77593,3.3082e-05,3.3082e-05,3.3082e-05
287,1151.43,0.15018,0.17492,0.77873,0.98811,0.97895,0.99209,0.95545,0.29621,0.19748,0.77585,3.12472e-05,3.12472e-05,3.12472e-05
288,1154.75,0.15632,0.17313,0.77742,0.98768,0.97899,0.99209,0.95581,0.29713,0.19662,0.77613,2.94124e-05,2.94124e-05,2.94124e-05
289,1158.3,0.15658,0.17625,0.78504,0.98723,0.97934,0.9922,0.95457,0.29841,0.19966,0.77635,2.75776e-05,2.75776e-05,2.75776e-05
290,1162.01,0.15435,0.17491,0.77895,0.98727,0.97966,0.99215,0.95646,0.29882,0.20009,0.77646,2.57428e-05,2.57428e-05,2.57428e-05
291,1223.37,0.16426,0.15395,0.77369,0.98729,0.97994,0.99215,0.95585,0.29921,0.1998,0.77667,2.3908e-05,2.3908e-05,2.3908e-05
292,1226.77,0.16015,0.1561,0.76406,0.98589,0.97776,0.99204,0.953,0.2992,0.20018,0.77699,2.20732e-05,2.20732e-05,2.20732e-05
293,1230.29,0.15707,0.1527,0.76315,0.98506,0.97766,0.99162,0.95128,0.29932,0.20194,0.77716,2.02384e-05,2.02384e-05,2.02384e-05
294,1233.57,0.16184,0.1578,0.7629,0.98458,0.97745,0.9907,0.95172,0.30049,0.2036,0.77734,1.84036e-05,1.84036e-05,1.84036e-05
295,1237.15,0.15695,0.15324,0.75868,0.98377,0.97705,0.99021,0.95185,0.30145,0.20654,0.77764,1.65688e-05,1.65688e-05,1.65688e-05
296,1240.46,0.16543,0.1636,0.7626,0.98047,0.97909,0.98964,0.94944,0.30312,0.21258,0.77831,1.4734e-05,1.4734e-05,1.4734e-05
297,1243.91,0.15694,0.15587,0.76638,0.97977,0.97894,0.9894,0.94889,0.30452,0.21493,0.7786,1.28992e-05,1.28992e-05,1.28992e-05
298,1247.38,0.14733,0.14786,0.7706,0.97949,0.97897,0.98892,0.9481,0.30425,0.21525,0.77878,1.10644e-05,1.10644e-05,1.10644e-05
299,1250.68,0.1603,0.15447,0.7673,0.97906,0.97928,0.98788,0.94816,0.30511,0.21657,0.77887,9.2296e-06,9.2296e-06,9.2296e-06
300,1254.11,0.147,0.14712,0.76526,0.97847,0.97907,0.98733,0.94848,0.30571,0.21748,0.77928,7.3948e-06,7.3948e-06,7.3948e-06
