epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,17012.5,0.17454,0.17392,0.78074,0.98335,0.98263,0.98707,0.95732,0.28697,0.19728,0.81153,0.000227571,0.000227571,0.000227571
181,17119.2,0.16853,0.16526,0.77625,0.98264,0.9829,0.98778,0.95485,0.28782,0.19663,0.81118,0.000225736,0.000225736,0.000225736
182,17214.8,0.16746,0.16095,0.7804,0.98129,0.98494,0.98804,0.95739,0.27946,0.19615,0.81033,0.000223901,0.000223901,0.000223901
183,17307.1,0.16665,0.17355,0.77918,0.98297,0.98733,0.98757,0.95619,0.28416,0.19523,0.8133,0.000222066,0.000222066,0.000222066
184,17400.5,0.1607,0.15562,0.77966,0.98438,0.98748,0.98861,0.95861,0.28285,0.18723,0.81129,0.000220232,0.000220232,0.000220232
185,17495.5,0.16664,0.17346,0.77898,0.9825,0.987,0.98927,0.95845,0.28578,0.18829,0.81136,0.000218397,0.000218397,0.000218397
186,17587.6,0.17559,0.19798,0.79405,0.98487,0.98264,0.99006,0.95979,0.28624,0.19439,0.8124,0.000216562,0.000216562,0.000216562
187,17683.6,0.16619,0.17001,0.78159,0.98467,0.98188,0.98978,0.9583,0.28443,0.19551,0.81202,0.000214727,0.000214727,0.000214727
188,17776,0.16861,0.17266,0.78369,0.98264,0.97875,0.99107,0.95952,0.27829,0.19195,0.80991,0.000212892,0.000212892,0.000212892
189,17873.3,0.15779,0.16257,0.77718,0.98202,0.97624,0.99155,0.95752,0.27848,0.19119,0.81143,0.000211058,0.000211058,0.000211058
190,17979,0.16847,0.16727,0.77524,0.98131,0.97662,0.99158,0.96367,0.28222,0.19712,0.81207,0.000209223,0.000209223,0.000209223
191,18076.3,0.17708,0.1664,0.77752,0.982,0.97621,0.98915,0.95919,0.28203,0.20024,0.81055,0.000207388,0.000207388,0.000207388
192,18165.5,0.16096,0.16388,0.778,0.98012,0.98031,0.98721,0.95857,0.29343,0.20409,0.81385,0.000205553,0.000205553,0.000205553
193,18253.1,0.16299,0.16423,0.78459,0.9806,0.98135,0.98739,0.95706,0.28913,0.1958,0.81257,0.000203718,0.000203718,0.000203718
194,18345.5,0.15395,0.15629,0.77472,0.98146,0.98492,0.98723,0.95695,0.2802,0.19284,0.80914,0.000201884,0.000201884,0.000201884
195,18434.7,0.15838,0.16427,0.77927,0.98248,0.98554,0.98669,0.95673,0.2782,0.19254,0.80755,0.000200049,0.000200049,0.000200049
196,18523.5,0.15756,0.14967,0.77838,0.98448,0.98577,0.98523,0.95461,0.28502,0.20178,0.81042,0.000198214,0.000198214,0.000198214
197,18618.1,0.15433,0.15447,0.78136,0.98441,0.98566,0.98565,0.95734,0.28442,0.1985,0.80984,0.000196379,0.000196379,0.000196379
198,18711.8,0.16615,0.17088,0.78093,0.98397,0.9841,0.98538,0.95461,0.28912,0.20268,0.81149,0.000194544,0.000194544,0.000194544
199,18811.4,0.16109,0.16619,0.77947,0.98445,0.98316,0.98455,0.95181,0.29393,0.20542,0.81439,0.00019271,0.00019271,0.00019271
200,18909.2,0.16578,0.16712,0.77996,0.98346,0.9826,0.98415,0.95297,0.28404,0.20136,0.81198,0.000190875,0.000190875,0.000190875
201,18997,0.16026,0.16127,0.7817,0.98343,0.98265,0.98382,0.95247,0.2806,0.19291,0.81014,0.00018904,0.00018904,0.00018904
202,19086.4,0.15282,0.15916,0.7791,0.98562,0.98204,0.98631,0.95356,0.28852,0.18209,0.81203,0.000187205,0.000187205,0.000187205
